id,id,title,views,prize_id,office_id,juchae,jukwan,apply_period,prize_1st,apply_url,image_url,field,prize,office,target,act_id,all
526,526,풀빅바이오에서 제품 홍보영상 공모전을 진행합니다.,140,4,8,풀빅바이오(주),풀빅바이오(주),"

옛 부산바다 사진 공모전 (9/2~29)


사진

",100만원,https://fulvic.co.kr/event-2/#,https://www.thinkcontest.com/ufiles/contest/f8b2d35a79b2f2e6e2d651ce2cf95b150cba8a60.jpg,UCC/영상,~100,중소/벤처기업,대학생/대학원생/일반인/중학생/고등학생,526.0,UCC/영상 중소/벤처기업 ~100대학생/대학원생/일반인/중학생/고등학생
527,527,제3회 예쁜 한글 손글씨 공모전,275,4,7,세종사이버대학교,세종사이버대학교,2022.09.02~2022.09.29,50만원,https://home.sjcu.ac.kr/korean/news/notice.do?mode=view&articleNo=69521,https://www.thinkcontest.com/ufiles/contest/b4549f7b9c2e56e75a532cfdaf334a24a4ff50e9.png,디자인,~100,학교/재단/협회,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,527.0,디자인 학교/재단/협회 ~100대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
528,528,건강보험 캐릭터 이모티콘 SNS 공모전,363,4,2,국민건강보험공단,국민건강보험공단,2022.09.05~2022.10.07,300만원,http://www.2022nhis-sns.co.kr/,https://www.thinkcontest.com/ufiles/contest/b8abea23b7793872b00af07705b8b69def40cfa2.png,디자인,~100,공기업,대학생/대학원생/일반인/중학생/고등학생/제한없음,528.0,디자인 공기업 ~100대학생/대학원생/일반인/중학생/고등학생/제한없음
529,529,제2회 지식재산학사 수기공모전,98,4,1,특허청,"국제지식재산연수원, 한국발명진흥회",2022.09.05~2022.09.30,50만원,https://www.kipa.org/kipa/notice/kw_0403_01.jsp?mode=view&article_no=97020&board_wrapper=%2Fkipa%2Fnotice%2Fkw_0403_01.jsp&pager.offset=0&board_no=28,https://www.thinkcontest.com/ufiles/contest/2d38bfce654906b6cef53727eb60c165c7f13b86.png,문학/수기,~100,중앙정부/기관,대학생/대학원생,529.0,문학/수기 중앙정부/기관 ~100대학생/대학원생
529,529,제2회 지식재산학사 수기공모전,98,4,1,특허청,"국제지식재산연수원, 한국발명진흥회",2022.09.05~2022.09.30,50만원,https://www.kipa.org/kipa/notice/kw_0403_01.jsp?mode=view&article_no=97020&board_wrapper=%2Fkipa%2Fnotice%2Fkw_0403_01.jsp&pager.offset=0&board_no=28,https://www.thinkcontest.com/ufiles/contest/2d38bfce654906b6cef53727eb60c165c7f13b86.png,문학/수기,~100,중앙정부/기관,지식재산학 학위취득자 누구나,537.0,문학/수기 중앙정부/기관 ~100지식재산학 학위취득자 누구나
530,530,2022 제주특별자치도 상징물디자인 공모전,681,4,6,제주특별자치도,제주특별자치도,2022.09.05~2022.10.31,200만원,https://www.jeju.go.kr/publicdesign/symbol.htm,https://www.thinkcontest.com/ufiles/contest/2b5e93aca2db2e3f4d0f4171fe6658bcaa940864.jpg,디자인캐릭터/만화,~100,지방자치단체,대학생/대학원생/일반인/중학생/고등학생,530.0,디자인캐릭터/만화 지방자치단체 ~100대학생/대학원생/일반인/중학생/고등학생
531,531,제1회 전통문양 활용 우수사례 공모전,64,4,1,문화체육관광부,한국문화정보원,2022.09.01~2022.10.14,300만원,https://www.culture.go.kr/news/noticeView.do?seq=5984&cPage=1,https://www.thinkcontest.com/ufiles/contest/ee13b57c435804860e8c963f047c2a012d82a7e9.jpg,기획/아이디어,~100,중앙정부/기관,일반인,531.0,기획/아이디어 중앙정부/기관 ~100일반인
532,532,전국 영천 시(詩) 공모전,324,4,9,영천문화예술제추진위원회,한국문인협회영천지부,2022.09.05~2022.09.30,70만원,https://cafe.daum.net/YCMIHC,https://www.thinkcontest.com/ufiles/contest/b04d9ea100876473292f198d026e3f13683257f3.jpg,문학/수기,~100,학회/비영리단체,대학생/대학원생/일반인/초등학생/중학생/고등학생,532.0,문학/수기 학회/비영리단체 ~100대학생/대학원생/일반인/초등학생/중학생/고등학생
533,533,제4회 대학(원)생 아이디어 소논문 공모전,204,4,6,인천광역시,인천광역시,2022.09.05~2022.11.04,300만원,https://www.incheon.go.kr/IC010101/view?nttNo=2041881&curPage=1,https://www.thinkcontest.com/ufiles/contest/5188dfa652ffe3616b9e745b22fbf9ac98f8a325.jpg,논문/리포트,~100,지방자치단체,대학생/대학원생,533.0,논문/리포트 지방자치단체 ~100대학생/대학원생
534,534,현풍닭칼국수 의리의 공모전 (성인부),668,4,8,현풍닭칼국수,지앤씨신칼,2022.09.15~2022.11.30,200만원 ,http://www.hyunpungkalguksu.com/,https://www.thinkcontest.com/ufiles/contest/a0ce125484540a06291713899bf0ccf42be42994.jpg,디자인사진UCC/영상,~100,중소/벤처기업,대학생/대학원생/일반인,534.0,디자인사진UCC/영상 중소/벤처기업 ~100대학생/대학원생/일반인
535,535,현풍닭칼국수 의리의 공모전(학생부),290,4,8,현풍닭칼국수,지앤씨신칼,2022.09.15~2022.11.30,100만원,http://www.hyunpungkalguksu.com/,https://www.thinkcontest.com/ufiles/contest/53ff3138d55b6a971b974c677d7307af41de2b93.jpg,디자인사진UCC/영상,~100,중소/벤처기업,초등학생/중학생/고등학생,535.0,디자인사진UCC/영상 중소/벤처기업 ~100초등학생/중학생/고등학생
536,536,"음식, 이야기를 담다 사진공모전",252,4,8,콘테스트조직위원회,아람비,2022.09.01~2022.10.20,300만원,http://food.gongmojeon.com,https://www.thinkcontest.com/ufiles/contest/bbfda36e984d674d0935f119ae6e390ee5c8b71c.png,사진,~100,중소/벤처기업,대학생/대학원생/일반인/중학생/고등학생/제한없음,536.0,사진 중소/벤처기업 ~100대학생/대학원생/일반인/중학생/고등학생/제한없음
537,537,제2회 지식재산학사 수기공모전,63,4,1,특허청 국제지식재산연수원,한국발명진흥회,2022.09.05~2022.09.30,50만원 ,https://cb.ipacademy.net/main.do,https://www.thinkcontest.com/ufiles/contest/41146db9dba253e542a5395b26d4540e4bcccb3e.png,문학/수기,~100,중앙정부/기관,대학생/대학원생,529.0,문학/수기 중앙정부/기관 ~100대학생/대학원생
537,537,제2회 지식재산학사 수기공모전,63,4,1,특허청 국제지식재산연수원,한국발명진흥회,2022.09.05~2022.09.30,50만원 ,https://cb.ipacademy.net/main.do,https://www.thinkcontest.com/ufiles/contest/41146db9dba253e542a5395b26d4540e4bcccb3e.png,문학/수기,~100,중앙정부/기관,지식재산학 학위취득자 누구나,537.0,문학/수기 중앙정부/기관 ~100지식재산학 학위취득자 누구나
538,538,2022 아시공 60초 홍보 영상 공모전,86,4,2,아산시시설관리공단,아산시시설관리공단,2022.09.01~2022.10.31,50만원,https://www.asanfmc.or.kr/new/cms/?m_mode=view&no=28&pds_no=2022090108085212497,https://www.thinkcontest.com/ufiles/contest/c6dce70aa64a64de0a782107b4655d050e6d8ebf.jpg,UCC/영상,~100,공기업,대학생/대학원생/일반인/중학생/고등학생,538.0,UCC/영상 공기업 ~100대학생/대학원생/일반인/중학생/고등학생
539,539,2022 전국 청소년 평화통일 랩 경연대회,65,4,1,민주평화통일자문회의 전남지역회의,민주평화통일자문회의 전남청년위원회,2022.09.03~2022.09.26,100만원,https://www.facebook.com/profile.php?id=100069205780085,https://www.thinkcontest.com/ufiles/contest/fa0eabe59db026db46a322ca5feca0395beedb26.jpg,예체능,~100,중앙정부/기관,대학생/일반인/초등학생/중학생/고등학생,539.0,예체능 중앙정부/기관 ~100대학생/일반인/초등학생/중학생/고등학생
540,540,2022 ETRI 오픈 API 활용사례 공모전?,1286,4,1,"한국전자통신연구원,",과학기술정보통신부,2022.09.05~2022.10.31,300만원,https://aiopen.etri.re.kr/,https://www.thinkcontest.com/ufiles/contest/c9c1b99c332805f2a41e3e0e1059d83e8505e873.jpg,논문/리포트기획/아이디어과학/공학게임/소프트웨어,~100,중앙정부/기관,대학생/대학원생/일반인/기업/제한없음,540.0,논문/리포트기획/아이디어과학/공학게임/소프트웨어 중앙정부/기관 ~100대학생/대학원생/일반인/기업/제한없음
541,541,LH 청년 서포터즈 <LH 영(Young) 크리에이터> 모집,299,4,2,LH한국토지주택공사,과학기술정보통신부,2022.09.02~2022.09.25,300만원,https://blog.naver.com/bloglh/222865157290,https://www.thinkcontest.com/ufiles/contest/2c429848bb460c72dde07ebe69d4d458c5f00aea.jpg,대외활동,~100,공기업,대학생,541.0,대외활동 공기업 ~100대학생
542,542,2022 KaTi 활용사례 공모전,83,4,2,KATI 농식품수출정보,KATI 농식품수출정보,2022.09.01~2022.09.30,50만원,https://www.kati.net/index.do,https://www.thinkcontest.com/ufiles/contest/006de966eb524867e6bb99c1317b500646995b1a.jpg,문학/수기,~100,공기업,일반인/기업,542.0,문학/수기 공기업 ~100일반인/기업
543,543,2022년 kobaco 혁신아이디어 및 혁신서비스 활용 수기 공모전,1175,4,1,한국방송광고진흥공사 (kobaco),한국방송광고진흥공사 (kobaco),2022.09.07~2022.10.07,100만원,https://www.kobaco.co.kr/site/main/board/notice/22586,https://www.thinkcontest.com/ufiles/contest/6f12507cf3c01759466707bdd6ba9fbc114220ef.png,기획/아이디어문학/수기,~100,중앙정부/기관,대학생/대학원생/중학생/고등학생,543.0,기획/아이디어문학/수기 중앙정부/기관 ~100대학생/대학원생/중학생/고등학생
544,544,2022년「창의톡톡! 아이디어 공모전」 - ‘민선 8기 4년의 미래를 그리다’,65,4,6,관악구청,관악구 기획예산과,2022.09.01~2022.09.30,100만원,https://www.gwanak.go.kr/site/gwanak/ex/bbs/View.do?cbIdx=289&bcIdx=132751&parentSeq=132751,https://www.thinkcontest.com/ufiles/contest/d80a5eea11e24920e15a9de7aabf6bd92f5b8962.jpg,기획/아이디어,~100,지방자치단체,제한없음,544.0,기획/아이디어 지방자치단체 ~100제한없음
545,545,제로 레시피 챌린지,287,4,8,(주)비섬아이앤씨,제로키친,2022.09.01~2022.09.25,100만원,http://zerokitchen.co.kr/,https://www.thinkcontest.com/ufiles/contest/4c48f7a777f5c24f93e9813d5fa8ffd060d36c46.jpg,기획/아이디어,~100,중소/벤처기업,"대학생/대학원생/일반인/고등학생/사업자등록증, 조리자격증 소지자",545.0,"기획/아이디어 중소/벤처기업 ~100대학생/대학원생/일반인/고등학생/사업자등록증, 조리자격증 소지자"
546,546,2022 대구경북 한류관광코스 영상공모전,78,4,7,대구관광재단,제로키친,2022.09.05~2022.10.04,150만원,https://publebuble.com/b/DaeguGyeongbukVideoContest,https://www.thinkcontest.com/ufiles/contest/b068c10b9562ff1b5b7494963e5f8158f67efb68.png,UCC/영상,~100,학교/재단/협회,대학생,546.0,UCC/영상 학교/재단/협회 ~100대학생
547,547,남서울대학교 드론 영상 공모전,78,4,7,남서울대학교 드론공간정보공학과,남서울대학교 드론공간정보공학과,2022.09.01~2022.10.31,200만원,https://gis.nsu.ac.kr/,https://www.thinkcontest.com/ufiles/contest/3096b5bb0c463f8b2c1e286b4935d372cdecbec5.jpg,UCC/영상,~100,학교/재단/협회,대학생/대학원생/일반인/고등학생/제한없음,547.0,UCC/영상 학교/재단/협회 ~100대학생/대학원생/일반인/고등학생/제한없음
548,548,제3회 스마트시니어G 지식인 선발대회,368,4,7,"(사)대한노인회 경기도연합회 경로당광역지원센터, (주)더블루아워","(사)대한노인회 경기도연합회 경로당광역지원센터, (주)더블루아워",2022.09.01~2022.10.02,50만원,https://gis.nsu.ac.kr/,https://www.thinkcontest.com/ufiles/contest/be7897e97f0571c069031d24ac2eb7f459ec20a3.png,UCC/영상과학/공학,~100,학교/재단/협회,일반인/60세 이상 누구나,548.0,UCC/영상과학/공학 학교/재단/협회 ~100일반인/60세 이상 누구나
549,549,유실·유기동물 입양 활성화 영상공모전,97,4,2,농림수산식품교육문화정보원(농정원),농림수산식품교육문화정보원(농정원),2022.09.01~2022.09.30,200만원,https://bit.ly/3Qpn7Bv,https://www.thinkcontest.com/ufiles/contest/f2806248871690cb6db73444f08fb32a4bbefac7.png,UCC/영상,~100,공기업,대학생/대학원생/일반인/제한없음,549.0,UCC/영상 공기업 ~100대학생/대학원생/일반인/제한없음
550,550,2022년 식생 탄소 포집량 식별 데이터 활용 경진대회,105,4,2,한국환경연구원,과학기술정보통신부,2022.09.01~2022.09.22,200만원,https://www.kei.re.kr/kor/,https://www.thinkcontest.com/ufiles/contest/7412637c6e595f3c075df26ac4b0cc86d258fe08.png,기획/아이디어,~100,공기업,대학생/대학원생/일반인/중학생/고등학생/제한없음,550.0,기획/아이디어 공기업 ~100대학생/대학원생/일반인/중학생/고등학생/제한없음
551,551,2022 스마트 인천 혁신 아이디어 공모전,108,4,6,인천광역시,인천스마트시티(주),2022.09.01~2022.09.30,200만원,https://www.incheon.go.kr/IC010101/view?nttNo=2041861&curPage=2,https://www.thinkcontest.com/ufiles/contest/529210ef03d227dee520a0c62a32d8a571546efb.png,기획/아이디어,~100,지방자치단체,기업,551.0,기획/아이디어 지방자치단체 ~100기업
552,552,2022년 청주시 복지사각지대 해소 우수사례 공모전,81,4,6,청주시,청주복지재단,2022.09.01~2022.09.28,50만원,https://www.cjwf.net/home/sub.php?menukey=108&mod=view&no=425482,https://www.thinkcontest.com/ufiles/contest/36cc7128686c52b3be233f28f4fd7661b4bdb7bc.jpg,문학/수기,~100,지방자치단체,일반인/청주 지역 내,552.0,문학/수기 지방자치단체 ~100일반인/청주 지역 내
553,553,2022년 음식물류 폐기물 저감 홍보 영상 공모,135,4,6,세종특별자치시,세종특별자치시,2022.09.01~2022.10.31,온누리상품권 30만원,https://www.sejong.go.kr/bbs/R0071/view.do?nttId=B000000074570Ff6jJ2z,https://www.thinkcontest.com/ufiles/contest/30d72d2094b4df51b473b276cf510b5cfe04caf5.png,UCC/영상,~100,지방자치단체,대학생/대학원생/일반인/중학생/고등학생,553.0,UCC/영상 지방자치단체 ~100대학생/대학원생/일반인/중학생/고등학생
554,554,우리말 한글사랑 멋글씨 캘리그래피 공모전,1322,4,7,강원대학교 한국어문화원,강원대학교 한국어문화원,2022.09.01~2022.10.21,100만원,https://www.sejong.go.kr/bbs/R0071/view.do?nttId=B000000074570Ff6jJ2z,https://www.thinkcontest.com/ufiles/contest/caf9f0249a63f0613a3ce78661660c4fb5e5f7de.jpg,네이밍/슬로건디자인,~100,학교/재단/협회,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,554.0,네이밍/슬로건디자인 학교/재단/협회 ~100대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
555,555,2022 하이라이트 TV 영상 공모전,1445,4,4,하이라이트TV ,하이라이트TV ,2022.08.24~2022.09.30,700만원,http://www.gongmotv.co.kr/,https://www.thinkcontest.com/ufiles/contest/f27c7b51f3f77bc4ee261a34123279c66e477809.png,UCC/영상,~100,신문/방송/언론,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,555.0,UCC/영상 신문/방송/언론 ~100대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
556,556,2022 점촌점빵길 유튜브 공모전,170,4,7,(재)문경시상권활성화재단,(재)문경시상권활성화재단,2022.09.13~2022.09.26,150만원,https://blog.naver.com/jcp1975/222858787289,https://www.thinkcontest.com/ufiles/contest/5b2fbd07e51fb204a1d3c4bcee2f68d17a9ffcaa.jpg,UCC/영상,~100,학교/재단/협회,대학생/대학원생/일반인/제한없음,556.0,UCC/영상 학교/재단/협회 ~100대학생/대학원생/일반인/제한없음
557,557,제 6회 나디오 웃길썰 공모전,217,4,8,나디오,나디오,2022.09.01~2022.09.30,20만원,https://www.nadio.io/contest,https://www.thinkcontest.com/ufiles/contest/184d09357c38ab1c9906e8e152660dc2e89bc448.png,문학/수기,~100,중소/벤처기업,대학생/대학원생/일반인/초등학생/중학생/고등학생,557.0,문학/수기 중소/벤처기업 ~100대학생/대학원생/일반인/초등학생/중학생/고등학생
558,558,안산시중독관리통합지원센터 굿즈 디자인 공모전,257,4,9,안산시중독관리통합지원센터,안산시중독관리통합지원센터,2022.09.01~2022.09.30,100만원,https://www.ansanacc.or.kr/sub.php?id=notice&mode=view&menukey=23&idx=179&page=1,https://www.thinkcontest.com/ufiles/contest/c3aa37cc41ad2207bb598e54e0eda4d6888b2eaf.PNG,디자인,~100,학회/비영리단체,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,558.0,디자인 학회/비영리단체 ~100대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
559,559,2022 골목상권 그림 그리기 대회,116,4,6,대구광역시,대구전통시장진흥재단,2022.09.01~2022.10.07,25만원,https://bit.ly/물베기그림,https://www.thinkcontest.com/ufiles/contest/3e06a5d6c773f7611edfe7a10d711fd316a79e1a.jpg,예체능,~100,지방자치단체,초등학생/중학생/고등학생/대구광역시 주소지,559.0,예체능 지방자치단체 ~100초등학생/중학생/고등학생/대구광역시 주소지
560,560,(경진대회) 2022 제10회 Creative Space G AI & IoT 메이커톤,296,4,7,광주과학기술연구원,대구전통시장진흥재단,2022.09.01~2022.10.07,100만원,https://docs.google.com/forms/d/1v5S1bumKLTHDm_F4oIv-RMoIyx78T-4wbw5UrjnnvyA/viewform?edit_requested=true,https://www.thinkcontest.com/ufiles/contest/f6d9a722c65ea10485218016cfa1b8a66d6a0a93.png,기획/아이디어과학/공학대외활동,~100,학교/재단/협회,대학생/대학원생/일반인,560.0,기획/아이디어과학/공학대외활동 학교/재단/협회 ~100대학생/대학원생/일반인
561,561,문지아카데미 제2회 동춘 단편소설 공모,521,4,9,문학지혜 문예창작 아카데미,문학지혜 아카데미,2022.09.01~2022.10.07,30만원,https://tv.naver.com/creativekwontv,https://www.thinkcontest.com/ufiles/contest/a39ba83fb1609cf42e4a57a9134939f45e7ed83b.jpg,문학/수기,~100,학회/비영리단체,대학생/일반인/고등학생,561.0,문학/수기 학회/비영리단체 ~100대학생/일반인/고등학생
562,562,천호로데오거리 홍보 청년영상공모전,64,4,1,강동구청,강동구청,2022.09.05~2022.09.30,50만원,https://www.gangdong.go.kr/web/newportal/bbs/b_068/135250,https://www.thinkcontest.com/ufiles/contest/2fb2475aa88a3354578a90e4bb94258702efa04d.jpg,UCC/영상,~100,중앙정부/기관,대학생/대학원생/일반인/기타,562.0,UCC/영상 중앙정부/기관 ~100대학생/대학원생/일반인/기타
563,563,"제2회 아차산 문학상, 제1회 감성문화제 시낭송 대회",303,4,11,현대시선 문학사,감성문화제 추진위원회,2022.09.01~2022.10.31,300만원,http://www.achasan.co.kr/,https://www.thinkcontest.com/ufiles/contest/480064ff1afa43664f304b7f6f1711884ed9551e.jpg,문학/수기,~100,기타,대학생/대학원생/일반인,563.0,문학/수기 기타 ~100대학생/대학원생/일반인
564,564,2022년 뇌졸중 조기증상 컨텐츠 공모전,670,4,11,울산권역심뇌혈관질환센터,울산권역심뇌혈관질환센터,2022.09.01~2022.09.30,100만원,https://www.uuh.ulsan.kr/uuhccvc/,https://www.thinkcontest.com/ufiles/contest/cedeee84830d4269aeeef3f4460ffd9c776c7b8e.jpg,기획/아이디어디자인사진UCC/영상문학/수기캐릭터/만화,~100,기타,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,564.0,기획/아이디어디자인사진UCC/영상문학/수기캐릭터/만화 기타 ~100대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
565,565,2022 제주특별자치도 인권작품 아이디어 공모전,202,4,6,제주특별자치도청,제주특별자치도청,2022.09.15~2022.10.14,100만원,https://www.jeju.go.kr/join/human_contest/2022.htm,https://www.thinkcontest.com/ufiles/contest/51faceff06b47aba132753617fa7abf3f11dd2c5.jpg,사진예체능캐릭터/만화,~100,지방자치단체,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,565.0,사진예체능캐릭터/만화 지방자치단체 ~100대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
566,566,360 헥사월드로 만드는 2030 BUSAN EXPO,811,4,8,데이터킹(주),데이터킹(주),2022.09.01~2022.09.30,150만원 상당,https://360hexaworld.com/,https://www.thinkcontest.com/ufiles/contest/1812bd7f7baf6c0cf9144acb3f116540960c9db7.jpg,기획/아이디어디자인광고/마케팅,~100,중소/벤처기업,대학생/대학원생/일반인/중학생/고등학생/제한없음,566.0,기획/아이디어디자인광고/마케팅 중소/벤처기업 ~100대학생/대학원생/일반인/중학생/고등학생/제한없음
566,566,360 헥사월드로 만드는 2030 BUSAN EXPO,811,4,8,데이터킹(주),데이터킹(주),2022.09.01~2022.09.30,150만원 상당,https://360hexaworld.com/,https://www.thinkcontest.com/ufiles/contest/1812bd7f7baf6c0cf9144acb3f116540960c9db7.jpg,게임/소프트웨어,기타,중소/벤처기업,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,1195.0,게임/소프트웨어 중소/벤처기업 기타대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
567,567,서울함공원사진공모전,247,4,11,서울함공원,서울함공원,2022.09.10~2022.10.10,50만원,seoulbattleshippark.com,https://www.thinkcontest.com/ufiles/contest/25e14bc54aee215d896f1226eb2bff50d7e9a663.jpg,사진,~100,기타,대학생/대학원생/일반인/고등학생/제한없음,567.0,사진 기타 ~100대학생/대학원생/일반인/고등학생/제한없음
568,568,청소년 일상회복 지원을 위한 KYWA 영상 공모전,45,4,1,한국청소년활동진흥원,서울함공원,2022.08.24~2022.09.30,100만원,www.kywa.or.kr,https://www.thinkcontest.com/ufiles/contest/b6c273878b4c7164ee80e3a2bbe27a0da1aaae46.png,UCC/영상,~100,중앙정부/기관,대학생/대학원생/일반인/고등학생/제한없음,568.0,UCC/영상 중앙정부/기관 ~100대학생/대학원생/일반인/고등학생/제한없음
569,569,[제25회 김삿갓문화제] 일반 및 학생 백일장 작품 공모 모집,363,4,6,영월군,영월문화재단,2022.09.01~2022.09.30,100만원,http://www.ywcf.or.kr/,https://www.thinkcontest.com/ufiles/contest/4bc77208fb1c1f8ab3d1c3c84a79631693651985.jpg,문학/수기,~100,지방자치단체,대학생/대학원생/일반인/초등학생/중학생/고등학생,569.0,문학/수기 지방자치단체 ~100대학생/대학원생/일반인/초등학생/중학생/고등학생
570,570,제 1회 금연 공감 문화제 청소년·대학생 흡연예방 및 금연조성을 위한 공모전(기간연장),396,4,1,경기도,경기도금연사업지원단(을지대학교 산학협력단),2022.08.12~2022.09.30,50만원,https://blog.naver.com/ggnosmk/222842937918,https://www.thinkcontest.com/ufiles/contest/a3cd89d09357ce11135383a68f414d132e589074.png,디자인캐릭터/만화,~100,중앙정부/기관,대학생/중학생/고등학생,570.0,디자인캐릭터/만화 중앙정부/기관 ~100대학생/중학생/고등학생
571,571,마음을 전해요 <주변인 책봉하기> 글쓰기 공모전,324,4,11,2022 청년 유네스코 세계유산 지킴이 아이갓어보팀,문화재청/해반문화,2022.09.01~2022.10.14,20만원,https://www.instagram.com/i_got_uhbo/,https://www.thinkcontest.com/ufiles/contest/ae0538460670ee025dbbd21f6169d4587b8225ad.jpg,문학/수기,~100,기타,대학생/대학원생/일반인/중학생/고등학생/기업,571.0,문학/수기 기타 ~100대학생/대학원생/일반인/중학생/고등학생/기업
572,572,2022년 부산진구 숏폼영상 공모전,68,4,6,부산진구청,문화재청/해반문화,2022.09.01~2022.09.30,100만원,https://www.instagram.com/i_got_uhbo/,https://www.thinkcontest.com/ufiles/contest/d7746bf242c74bd84b63ff6c20261aa50d886646.jpg,UCC/영상,~100,지방자치단체,대학생/대학원생/고등학생/제한없음,572.0,UCC/영상 지방자치단체 ~100대학생/대학원생/고등학생/제한없음
573,573,<제12회 원자력 안전 및 진흥의 날> 개최 기념 슬로건·포스터 디자인 공모전,907,4,1,원자력안전위원회,원자력안전위원회,2022.09.01~2022.09.30,50만원,http://www.nssc-contest2022.com/,https://www.thinkcontest.com/ufiles/contest/0f7a4329fbcf868dca17623ceb0ced466f053635.jpg,네이밍/슬로건디자인,~100,중앙정부/기관,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,573.0,네이밍/슬로건디자인 중앙정부/기관 ~100대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
574,574,제26회 외솔글짓기대회,837,4,4,KBS울산방송국,KBS울산방송국,2022.09.01~2022.10.07,70만원,http://www.xn--bj0bpd606dcte1we.kr/,https://www.thinkcontest.com/ufiles/contest/3c025f25dc5a5cf6a84991f482e69eab82177d87.jpg,문학/수기,~100,신문/방송/언론,어린이/초등학생/중학생/고등학생/울산지역 초 ? 중 ? 고등학생,574.0,문학/수기 신문/방송/언론 ~100어린이/초등학생/중학생/고등학생/울산지역 초 ? 중 ? 고등학생
575,575,(사)대한여성과학기술인회 창립 30주년 기념 슬로건 공모전,559,4,9,(사)대한여성과학기술인회,(사)대한여성과학기술인회,2022.09.01~2022.09.30,50만원,https://www.kwse.or.kr/kor/main.jsp,https://www.thinkcontest.com/ufiles/contest/55d45deb486ea5a85f004d58e95b46d5feabc3bc.jpg,네이밍/슬로건,~100,학회/비영리단체,대학생/대학원생/일반인/고등학생,575.0,네이밍/슬로건 학회/비영리단체 ~100대학생/대학원생/일반인/고등학생
576,576,제1회 LG유플러스 고객 아이디어 공모전,196,4,3,LG유플러스,LG유플러스,2022.09.01~2022.09.30,300만원,https://www.lguplus.com/benefit-event/ongoing/80508?pageNo=1&sortBaseCd=N&tabId=,https://www.thinkcontest.com/ufiles/contest/8135c9b98562e35bd8543172fafcca29f7cd7415.jpg,기획/아이디어,~100,대기업,대학생/대학원생/일반인,576.0,기획/아이디어 대기업 ~100대학생/대학원생/일반인
577,577,제4회 말모이 축제 팔도 사투리 경연 대회 참가자 공모,490,4,9,말모이 축제 운영 위원회,"바람 엔터테이먼트, (주)PXK글로벌그룹",2022.08.24~2022.09.28,30만원 및 상품,https://cafe.daum.net/wordsfestival,https://www.thinkcontest.com/ufiles/contest/925316ddb30142bb9f2dbc20b361a49b1c46d6ba.jpg,전시/페스티발,~100,학회/비영리단체,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,577.0,전시/페스티발 학회/비영리단체 ~100대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
578,578,2022 제7회 만덕문화대상 굿즈디자인 공모전,164,4,6,"제주특별자치도, 김만덕재단",김만덕기념관,2022.09.01~2022.09.30,200만원,http://www.mandukmuseum.or.kr/index.php/contents/community/news2?act=view&seq=1280,https://www.thinkcontest.com/ufiles/contest/ac663781d0379643d344d1a9f4ebcf616e9e87c6.jpg,디자인,~100,지방자치단체,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,578.0,디자인 지방자치단체 ~100대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
579,579,2022년 음성군 블로그 공모전,562,4,6,음성군,음성군,2022.09.21~2022.10.21,100만원,https://blog.naver.com/eumseonggun/222862774706,https://www.thinkcontest.com/ufiles/contest/6defab921207880eeea27489efd501326756d287.jpg,문학/수기전시/페스티발,~100,지방자치단체,대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음,579.0,문학/수기전시/페스티발 지방자치단체 ~100대학생/대학원생/일반인/어린이/초등학생/중학생/고등학생/제한없음
580,580,빅데이터 활용 NET ZERO 서비스 발굴 공모제,827,4,2,"BigSQuare Union, 한국교통연구원, 한국농수산식품유통공사, 한국수자원공사, 한국임업진흥원, KDX한국데이터거래소",BigSQuare Union,2022.08.29~2022.10.14,총상금 500만원,http://www.bigsquare-union.kr,https://www.thinkcontest.com/ufiles/contest/587cec6d82a30aeeb50383d48a40f52e04aac51c.jpg,기획/아이디어게임/소프트웨어,~100,공기업,대학생/대학원생/일반인/제한없음,580.0,기획/아이디어게임/소프트웨어 공기업 ~100대학생/대학원생/일반인/제한없음
